version_id,scenario_code,scenario_set_code,order_index,scenario_text_en,scenario_text_ar
v2,D04_32,deep_04,32,You want more financial stability. What do you do?,تريد استقرارًا ماليًا أكبر. ماذا تفعل؟
v2,D04_33,deep_04,33,You want your effort to be seen fairly. What do you do?,تريد أن يُرى جهدك بإنصاف. ماذا تفعل؟
v2,D04_34,deep_04,34,You get invited to try something new alone. What do you do?,دُعيت لتجربة شيء جديد وحدك. ماذا تفعل؟
v2,D04_35,deep_04,35,Your room feels dull. What do you do?,غرفتك تبدو باهتة. ماذا تفعل؟
v2,D04_36,deep_04,36,You have 30 minutes break. What do you do?,لديك استراحة 30 دقيقة. ماذا تفعل؟
v2,D04_37,deep_04,37,A neighbor asks for help organizing something. What do you do?,جار يطلب مساعدتك في تنظيم أمر ما. ماذا تفعل؟
v2,D04_38,deep_04,38,You want to push your ambition without stress. What do you do?,تريد دفع طموحك دون ضغط زائد. ماذا تفعل؟
v2,D04_39,deep_04,39,Someone praises you publicly. What do you do?,شخص يمدحك علنًا. ماذا تفعل؟
v2,D04_40,deep_04,40,Your work-life boundary is slipping. What do you do?,حدود عملك وحياتك تتراجع. ماذا تفعل؟
v2,D04_41,deep_04,41,You notice someone at work seems isolated. What do you do?,تلاحظ أن شخصًا في العمل يبدو معزولًا. ماذا تفعل؟
v2,D04_42,deep_04,42,You must deliver under pressure and limited time. What do you do?,يجب أن تُسلّم تحت ضغط ووقت محدود. ماذا تفعل؟
v2,D04_43,deep_04,43,You want more joy in daily life. What do you do?,تريد فرحًا أكثر في الحياة اليومية. ماذا تفعل؟
v2,D04_44,deep_04,44,You need to make a personal choice. What guides you?,تحتاج لاتخاذ خيار شخصي. ما الذي يوجهك؟
v2,D04_45,deep_04,45,A safety incident almost happens. What do you do?,كاد يحدث حادث سلامة. ماذا تفعل؟
v2,D04_46,deep_04,46,You want to feel healthier this week. What’s your start?,تريد أن تشعر بصحة أفضل هذا الأسبوع. ما بدايتك؟
v2,D04_47,deep_04,47,Someone mocks your opinion. What do you do?,شخص يسخر من رأيك. ماذا تفعل؟
v2,D04_48,deep_04,48,You notice unequal opportunities in a team. What do you do?,تلاحظ فرصًا غير متساوية في فريق. ماذا تفعل؟
v2,D05_01,deep_05,1,You notice your spouse/parent looks exhausted after work. What do you do?,تلاحظ أن شريكك/أحد والديك مرهق بعد العمل. ماذا تفعل؟
v2,D05_02,deep_05,2,You have an important deadline and distractions keep coming. What do you do?,لديك موعد تسليم مهم وتأتيك مشتتات متكررة. ماذا تفعل؟
v2,D05_03,deep_05,3,You feel your days are missing joy. What do you add?,تشعر أن أيامك تفتقد الفرح. ماذا تضيف؟
v2,D05_04,deep_05,4,A friend shares a personal struggle. How do you respond?,صديق يشاركك معاناة شخصية. كيف ترد؟
v2,D05_05,deep_05,5,You’re offered a flexible opportunity but it’s unclear. What do you do?,عُرضت عليك فرصة مرنة لكنها غير واضحة. ماذا تفعل؟
v2,D05_06,deep_05,6,You notice a safety concern in your routine (door, cable, etc.). What do you do?,تلاحظ أمرًا يخص السلامة في روتينك (باب/سلك...). ماذا تفعل؟
v2,D05_07,deep_05,7,Someone jokes about you in a way that feels disrespectful. What do you do?,شخص يمزح عنك بطريقة تشعرك بعدم الاحترام. ماذا تفعل؟
v2,D05_08,deep_05,8,A teammate gets credit for your contribution. What do you do?,زميل يحصل على الفضل بدلًا منك. ماذا تفعل؟
v2,D05_09,deep_05,9,A close friend seems distant lately. What do you do?,صديق مقرّب يبدو بعيدًا مؤخرًا. ماذا تفعل؟
v2,D05_10,deep_05,10,You want to build a new skill. How do you start?,تريد بناء مهارة جديدة. كيف تبدأ؟
v2,D05_11,deep_05,11,You feel busy but not grounded. What do you do?,تشعر بالانشغال لكن دون ثبات داخلي. ماذا تفعل؟
v2,D05_12,deep_05,12,An unexpected bill shows up. What do you do?,ظهرت فاتورة غير متوقعة. ماذا تفعل؟
v2,D05_13,deep_05,13,You did good work but it wasn’t noticed. What do you do?,قدمت عملًا جيدًا ولم يلاحظه أحد. ماذا تفعل؟
v2,D05_14,deep_05,14,You’re invited to a new experience that feels uncertain. What do you do?,دُعيت لتجربة جديدة تبدو غير مؤكدة. ماذا تفعل؟
v2,D05_15,deep_05,15,You want to express yourself after pressure. What do you do?,تريد التعبير عن نفسك بعد ضغط. ماذا تفعل؟
v2,D05_16,deep_05,16,You need a quick reset after a stressful day. What do you do?,تحتاج إعادة ضبط سريعة بعد يوم مرهق. ماذا تفعل؟
v2,D05_17,deep_05,17,Your neighborhood plans a small volunteer task. What do you do?,الحي يخطط لمهمة تطوعية صغيرة. ماذا تفعل؟
v2,D05_18,deep_05,18,You’re thinking about your next year. What do you focus on?,تفكر في عامك القادم. على ماذا تركز؟
v2,D05_19,deep_05,19,Someone helped you quietly. How do you respond?,شخص ساعدك بهدوء. كيف ترد؟
v2,D05_20,deep_05,20,You’ve been overworking for weeks. What do you change?,تعمل فوق طاقتك منذ أسابيع. ماذا تغيّر؟
v2,D05_21,deep_05,21,A family request comes during your busiest day. What do you do?,طلب عائلي يأتي في أكثر أيامك انشغالًا. ماذا تفعل؟
v2,D05_22,deep_05,22,You finish early and feel you should “use the time well.” What do you do?,تنهي مبكرًا وتشعر أنك يجب أن “تستفيد من الوقت”. ماذا تفعل؟
v2,D05_23,deep_05,23,You want more independence in how you work/live. What do you do?,تريد استقلالية أكبر في طريقة عملك/حياتك. ماذا تفعل؟
v2,D05_24,deep_05,24,A shared rule is ignored and affects everyone. What do you do?,قاعدة مشتركة تُتجاهل وتؤثر على الجميع. ماذا تفعل؟
v2,D05_25,deep_05,25,You’re starting a habit and fear you’ll quit. What helps?,تبدأ عادة وتخاف أن تتوقف. ما الذي يساعد؟
v2,D05_26,deep_05,26,You feel low energy today. What do you do first?,تشعر بانخفاض الطاقة اليوم. ماذا تفعل أولًا؟
v2,D05_27,deep_05,27,Someone interrupts you repeatedly in a meeting. What do you do?,شخص يقاطعك مرارًا في اجتماع. ماذا تفعل؟
v2,D05_28,deep_05,28,Two friends disagree and ask you to mediate. What do you do?,صديقان يختلفان ويطلبان منك الوساطة. ماذا تفعل؟
v2,D05_29,deep_05,29,A friend wants to meet, but your schedule is packed. What do you do?,صديق يريد اللقاء لكن جدولك ممتلئ. ماذا تفعل؟
v2,D05_30,deep_05,30,You want to study more effectively. What do you do?,تريد الدراسة بفعالية أكبر. ماذا تفعل؟
v2,D05_31,deep_05,31,You feel your inner life is noisy. What helps you reset?,تشعر أن داخلك مزدحم. ما الذي يساعدك على إعادة الضبط؟
v2,D05_32,deep_05,32,You want more financial stability. What do you do?,تريد استقرارًا ماليًا أكبر. ماذا تفعل؟
v2,D05_33,deep_05,33,You want fair recognition for your effort. What do you do?,تريد تقديرًا منصفًا لجهدك. ماذا تفعل؟
v2,D05_34,deep_05,34,You can try a new activity, but it’s outside your comfort zone. What do you do?,يمكنك تجربة نشاط جديد لكنه خارج منطقة راحتك. ماذا تفعل؟
v2,D05_35,deep_05,35,Your space feels dull. What do you do?,مساحتك تبدو باهتة. ماذا تفعل؟
v2,D05_36,deep_05,36,You have one free hour today. What do you choose?,لديك ساعة فراغ اليوم. ماذا تختار؟
v2,D05_37,deep_05,37,A community issue needs coordination. What do you do?,قضية مجتمعية تحتاج تنسيقًا. ماذا تفعل؟
v2,D05_38,deep_05,38,You want to push your ambition without burning out. What do you do?,تريد دفع طموحك دون إرهاق. ماذا تفعل؟
v2,D05_39,deep_05,39,Someone praises you publicly. What do you do?,شخص يمدحك علنًا. ماذا تفعل؟
v2,D05_40,deep_05,40,Your work-life boundary is slipping. What do you do?,حدود العمل والحياة تتراجع. ماذا تفعل؟
v2,D05_41,deep_05,41,You notice someone at work seems isolated. What do you do?,تلاحظ أن شخصًا في العمل يبدو معزولًا. ماذا تفعل؟
v2,D05_42,deep_05,42,You must deliver results under pressure and limited time. What do you do?,يجب أن تُسلّم نتائج تحت ضغط ووقت محدود. ماذا تفعل؟
v2,D05_43,deep_05,43,You want more joy in daily life. What do you do?,تريد فرحًا أكثر في الحياة اليومية. ماذا تفعل؟
v2,D05_44,deep_05,44,You need to make a personal decision. What guides you?,تحتاج لاتخاذ قرار شخصي. ما الذي يوجهك؟
v2,D05_45,deep_05,45,A safety concern is raised by someone. What do you do?,أثار أحدهم قلقًا يتعلق بالسلامة. ماذا تفعل؟
v2,D05_46,deep_05,46,You want to feel healthier this week. What’s your start?,تريد أن تشعر بصحة أفضل هذا الأسبوع. ما بدايتك؟
v2,D05_47,deep_05,47,Someone dismisses your idea rudely. What do you do?,شخص يقلل من فكرتك بفظاظة. ماذا تفعل؟
v2,D05_48,deep_05,48,You see unequal opportunities in a group. What do you do?,ترى فرصًا غير متساوية في مجموعة. ماذا تفعل؟
v2,D06_01,deep_06,1,Your partner feels emotionally distant this week,شريكك يبدو بعيدًا عاطفيًا هذا الأسبوع
v2,D06_02,deep_06,2,A senior at work takes credit for your idea,شخص أقدم في العمل يأخذ الفضل لفكرتك
v2,D06_03,deep_06,3,You keep postponing an important health check,تؤجل فحصًا صحيًا مهمًا باستمرار
v2,D06_04,deep_06,4,You notice rising tension with a close friend,تلاحظ توترًا متزايدًا مع صديق مقرّب
v2,D06_05,deep_06,5,A new role offers growth but demands travel,دور جديد يقدم نموًا لكنه يتطلب سفرًا
v2,D06_06,deep_06,6,Your monthly spending is higher than expected,إنفاقك الشهري أعلى من المتوقع
v2,D06_07,deep_06,7,You feel your days lack meaning lately,تشعر أن أيامك تفتقد المعنى مؤخرًا
v2,D06_08,deep_06,8,A family member keeps crossing your boundaries,أحد أفراد العائلة يتجاوز حدودك باستمرار
v2,D06_09,deep_06,9,You discover a safety issue in your building,تكتشف مشكلة سلامة في مبناك
v2,D06_10,deep_06,10,You want to rebuild your routine after a messy month,تريد إعادة بناء روتينك بعد شهر فوضوي
v2,D06_11,deep_06,11,A colleague asks you to cover their mistakes,زميل يطلب منك تغطية أخطائه
v2,D06_12,deep_06,12,You feel invisible in your team meetings,تشعر أنك غير مرئي في اجتماعات الفريق
v2,D06_13,deep_06,13,Your home feels heavy and uninspiring,منزلك يبدو ثقيلًا وغير ملهم
v2,D06_14,deep_06,14,A neighbor hints they need help but feels shy,جار يلمح أنه يحتاج مساعدة لكنه يستحي
v2,D06_15,deep_06,15,You have a chance to learn a skill that can change your path,لديك فرصة لتعلم مهارة قد تغيّر مسارك
v2,D06_16,deep_06,16,You are offered a quick shortcut that feels unfair,عُرض عليك اختصار سريع لكنه يبدو غير عادل
v2,D06_17,deep_06,17,You want more joy without spending more money,تريد فرحًا أكثر دون إنفاق إضافي
v2,D06_18,deep_06,18,A friend wants daily contact and you feel overwhelmed,صديق يريد تواصلًا يوميًا وأنت تشعر بالإرهاق
v2,D06_19,deep_06,19,You receive criticism in front of others,تتلقى نقدًا أمام الآخرين
v2,D06_20,deep_06,20,You are deciding whether to move to a new place,تقرر إن كنت ستنتقل إلى مكان جديد
v2,D06_21,deep_06,21,You keep saying yes and your calendar is full,تقول نعم دائمًا وجدولك ممتلئ
v2,D06_22,deep_06,22,You want to start a side project after work,تريد بدء مشروع جانبي بعد العمل
v2,D06_23,deep_06,23,A family disagreement needs someone to mediate,خلاف عائلي يحتاج من يتوسط
v2,D06_24,deep_06,24,You notice gossip harming someone in your circle,تلاحظ نميمة تضر شخصًا في دائرتك
v2,D06_25,deep_06,25,You feel your body needs recovery not pressure,تشعر أن جسدك يحتاج تعافيًا لا ضغطًا
v2,D06_26,deep_06,26,You want to be more consistent with learning,تريد أن تكون أكثر ثباتًا في التعلم
v2,D06_27,deep_06,27,Your finances are stable but you feel no security,وضعك المالي مستقر لكنك لا تشعر بالأمان
v2,D06_28,deep_06,28,You miss your community and feel isolated,تفتقد مجتمعك وتشعر بالعزلة
v2,D06_29,deep_06,29,A team decision ignores your input repeatedly,قرار الفريق يتجاهل رأيك مرارًا
v2,D06_30,deep_06,30,You are invited to an event that clashes with your values,دُعيت لفعالية تتعارض مع قيمك
v2,D06_31,deep_06,31,You want to express creativity but you feel blocked,تريد التعبير الإبداعي لكنك تشعر بالانسداد
v2,D06_32,deep_06,32,You have a free day and feel guilty resting,لديك يوم فراغ وتشعر بالذنب إن ارتحت
v2,D06_33,deep_06,33,A friend asks for a loan and you are unsure,صديق يطلب قرضًا وأنت متردد
v2,D06_34,deep_06,34,A new habit starts well then fades in week two,عادة جديدة تبدأ جيدًا ثم تضعف في الأسبوع الثاني
v2,D06_35,deep_06,35,You want to take a risk but fear the consequences,تريد المخاطرة لكنك تخاف العواقب
v2,D06_36,deep_06,36,Your friend group plans a trip with poor planning,مجموعة الأصدقاء تخطط لرحلة بتخطيط ضعيف
v2,D06_37,deep_06,37,You want more respect at work without conflict,تريد احترامًا أكثر في العمل دون صدام
v2,D06_38,deep_06,38,A community project needs coordination and follow through,مشروع مجتمعي يحتاج تنسيقًا ومتابعة
v2,D06_39,deep_06,39,You achieve something big and feel empty after,تحقق إنجازًا كبيرًا ثم تشعر بالفراغ
v2,D06_40,deep_06,40,You want to improve your work life balance this month,تريد تحسين توازن العمل والحياة هذا الشهر
v2,D06_41,deep_06,41,You keep comparing yourself to others online,تستمر في مقارنة نفسك بالآخرين عبر الإنترنت
v2,D06_42,deep_06,42,You notice someone new in the team feels excluded,تلاحظ شخصًا جديدًا في الفريق يشعر بالإقصاء
v2,D06_43,deep_06,43,A close person is disappointed in you,شخص قريب منك يشعر بخيبة أمل تجاهك
v2,D06_44,deep_06,44,You are choosing between a safe path and a bold path,تختار بين مسار آمن ومسار جريء
v2,D06_45,deep_06,45,A small mistake could become a bigger risk if ignored,خطأ صغير قد يتحول لخطر أكبر إن تُرك
v2,D06_46,deep_06,46,You want to reduce stress without losing performance,تريد تقليل الضغط دون خسارة الأداء
v2,D06_47,deep_06,47,You receive unexpected praise from someone you respect,تتلقى مدحًا غير متوقع من شخص تحترمه
v2,D06_48,deep_06,48,You want to end the day with calm not scrolling,تريد إنهاء اليوم بهدوء لا بتصفح
v2,D07_01,deep_07,1,Your partner asks for more time together,شريكك يطلب وقتًا أكثر معًا
v2,D07_02,deep_07,2,A manager praises you privately but not publicly,مديرك يمدحك على انفراد دون إعلان
v2,D07_03,deep_07,3,You feel your health habits are slipping,تشعر أن عاداتك الصحية تتراجع
v2,D07_04,deep_07,4,A close friend avoids talking about an issue,صديق مقرّب يتجنب الحديث عن مشكلة
v2,D07_05,deep_07,5,You are offered a role with autonomy and risk,عُرض عليك دور باستقلالية لكنه يحمل مخاطرة
v2,D07_06,deep_07,6,You notice repeated small expenses add up,تلاحظ أن مصاريف صغيرة متكررة تتراكم
v2,D07_07,deep_07,7,You feel disconnected from inner calm,تشعر بانفصال عن السكينة الداخلية
v2,D07_08,deep_07,8,A family member expects access to your time anytime,فرد من العائلة يتوقع إتاحة وقتك في أي وقت
v2,D07_09,deep_07,9,You see a safety hazard near children in your area,ترى خطر سلامة قرب الأطفال في منطقتك
v2,D07_10,deep_07,10,Your week lacks structure and you feel scattered,أسبوعك بلا هيكلة وتشعر بالتشتت
v2,D07_11,deep_07,11,A colleague asks you to bend a rule to save time,زميل يطلب منك تجاوز قاعدة لتوفير الوقت
v2,D07_12,deep_07,12,In meetings your ideas are ignored until repeated,في الاجتماعات تُهمل أفكارك حتى يكررها غيرك
v2,D07_13,deep_07,13,Your home feels noisy and stressful,منزلك يبدو صاخبًا ومجهدًا
v2,D07_14,deep_07,14,A neighbor is new and looks isolated,جار جديد يبدو معزولًا
v2,D07_15,deep_07,15,A course could upgrade your career but needs discipline,دورة قد ترفع مستواك المهني لكنها تحتاج انضباطًا
v2,D07_16,deep_07,16,You witness someone being treated unfairly in a group,تشهد معاملة غير عادلة لشخص في مجموعة
v2,D07_17,deep_07,17,You want joy without relying on screens,تريد فرحًا دون الاعتماد على الشاشات
v2,D07_18,deep_07,18,A friend sends long voice notes every day,صديق يرسل رسائل صوتية طويلة يوميًا
v2,D07_19,deep_07,19,You receive harsh feedback from a client,تتلقى ملاحظة قاسية من عميل
v2,D07_20,deep_07,20,You are deciding whether to buy something expensive,تفكر في شراء شيء مكلف
v2,D07_21,deep_07,21,Your calendar is full and you feel trapped,جدولك ممتلئ وتشعر أنك محاصر
v2,D07_22,deep_07,22,You want a side project but fear failure,تريد مشروعًا جانبيًا لكن تخاف الفشل
v2,D07_23,deep_07,23,Two family members argue and expect your support,شخصان من العائلة يختلفان ويتوقعان دعمك
v2,D07_24,deep_07,24,Gossip spreads about someone you know,تنتشر نميمة عن شخص تعرفه
v2,D07_25,deep_07,25,Your body feels tired and you still push,جسدك متعب وأنت تواصل الضغط
v2,D07_26,deep_07,26,You want a learning routine that sticks,تريد روتين تعلم يستمر
v2,D07_27,deep_07,27,You earn well but still worry about money,دخلك جيد لكنك تقلق ماليًا
v2,D07_28,deep_07,28,You want to feel part of a community again,تريد الشعور بالانتماء لمجتمع مجددًا
v2,D07_29,deep_07,29,A repeated decision harms the team and no one speaks,قرار متكرر يضر الفريق ولا أحد يتكلم
v2,D07_30,deep_07,30,An invitation conflicts with your priorities,دعوة تتعارض مع أولوياتك
v2,D07_31,deep_07,31,You want to express yourself creatively this month,تريد التعبير الإبداعي هذا الشهر
v2,D07_32,deep_07,32,You have a free day and feel pressure to be productive,لديك يوم فراغ وتشعر بضغط للإنتاج
v2,D07_33,deep_07,33,A friend asks for money and you feel uneasy,صديق يطلب مالًا وتشعر بعدم ارتياح
v2,D07_34,deep_07,34,Your new habit drops after one stressful week,عادتك الجديدة تتوقف بعد أسبوع ضاغط
v2,D07_35,deep_07,35,You consider a bold move that could change your path,تفكر بخطوة جريئة قد تغيّر مسارك
v2,D07_36,deep_07,36,Friends plan a trip with unclear roles and costs,الأصدقاء يخططون لرحلة دون وضوح أدوار وتكاليف
v2,D07_37,deep_07,37,You want more respect at work without drama,تريد احترامًا أكثر في العمل دون دراما
v2,D07_38,deep_07,38,A volunteer effort needs someone to organize follow up,جهد تطوعي يحتاج من ينظم المتابعة
v2,D07_39,deep_07,39,After success you feel no satisfaction,بعد النجاح لا تشعر بالرضا
v2,D07_40,deep_07,40,Work is leaking into your evenings,العمل يتسرب إلى أمسياتك
v2,D07_41,deep_07,41,Online comparison makes you feel behind,المقارنة عبر الإنترنت تجعلك تشعر أنك متأخر
v2,D07_42,deep_07,42,A new teammate struggles to fit in,زميل جديد يجد صعوبة في الاندماج
v2,D07_43,deep_07,43,Someone close feels hurt by your absence,شخص قريب تأذى من غيابك
v2,D07_44,deep_07,44,You must choose between safety and growth,عليك الاختيار بين الأمان والنمو
v2,D07_45,deep_07,45,A small mistake could become a bigger risk,خطأ صغير قد يتحول لخطر أكبر
v2,D07_46,deep_07,46,You want less stress without losing results,تريد ضغطًا أقل دون خسارة النتائج
v2,D07_47,deep_07,47,You get public praise and feel awkward,تحصل على مدح علني وتشعر بالحرج
v2,D07_48,deep_07,48,You want to end the day with calm and presence,تريد إنهاء اليوم بهدوء وحضور
v2,D08_01,deep_08,1,Your partner asks for reassurance after a hard week,شريكك يطلب طمأنة بعد أسبوع صعب
v2,D08_02,deep_08,2,A friend says you have been distant lately,صديق يقول إنك كنت بعيدًا مؤخرًا
v2,D08_03,deep_08,3,A family member expects constant availability,أحد أفراد العائلة يتوقع إتاحتك دائمًا
v2,D08_04,deep_08,4,A colleague pushes you to rush and skip steps,زميل يدفعك للاستعجال وتجاوز الخطوات
v2,D08_05,deep_08,5,You notice your sleep is getting worse,تلاحظ أن نومك يزداد سوءًا
v2,D08_06,deep_08,6,You feel stuck in the same routine for weeks,تشعر أنك عالق في نفس الروتين لأسابيع
v2,D08_07,deep_08,7,A manager asks you to take on extra work without clarity,مدير يطلب منك عملًا إضافيًا دون وضوح
v2,D08_08,deep_08,8,Someone makes a joke that crosses the line,شخص يمزح بطريقة تتجاوز الحد
v2,D08_09,deep_08,9,You see unfair treatment in a group discussion,ترى معاملة غير عادلة في نقاش جماعي
v2,D08_10,deep_08,10,A neighbor asks for help but you are overloaded,جار يطلب مساعدة وأنت مثقل
v2,D08_11,deep_08,11,Your monthly expenses are drifting upward,مصاريفك الشهرية تتجه للارتفاع
v2,D08_12,deep_08,12,You receive public praise and feel uneasy,تتلقى مدحًا علنيًا وتشعر بعدم ارتياح
v2,D08_13,deep_08,13,You want to learn a skill that improves your career,تريد تعلم مهارة تحسن مسارك المهني
v2,D08_14,deep_08,14,You feel your work has no meaning lately,تشعر أن عملك بلا معنى مؤخرًا
v2,D08_15,deep_08,15,A friend invites you to try something new,صديق يدعوك لتجربة شيء جديد
v2,D08_16,deep_08,16,You keep postponing an important decision,تؤجل قرارًا مهمًا باستمرار
v2,D08_17,deep_08,17,Your home feels cluttered and heavy,منزلك يبدو مزدحمًا وثقيلًا
v2,D08_18,deep_08,18,You want more joy without spending money,تريد فرحًا أكثر دون إنفاق
v2,D08_19,deep_08,19,A close person is disappointed in you,شخص قريب يشعر بخيبة أمل منك
v2,D08_20,deep_08,20,You are offered a higher salary with higher risk,عُرض عليك راتب أعلى مع مخاطرة أعلى
v2,D08_21,deep_08,21,You feel your week is full but not balanced,تشعر أن أسبوعك ممتلئ لكنه غير متوازن
v2,D08_22,deep_08,22,A friend asks for a loan and you are unsure,صديق يطلب قرضًا وأنت متردد
v2,D08_23,deep_08,23,You notice a safety hazard in a shared space,تلاحظ خطر سلامة في مساحة مشتركة
v2,D08_24,deep_08,24,People keep arriving late and it affects the team,الناس يتأخرون باستمرار ويؤثر ذلك على الفريق
v2,D08_25,deep_08,25,You want recognition but dislike asking for it,تريد تقديرًا لكنك لا تحب طلبه
v2,D08_26,deep_08,26,You feel your body needs recovery not pressure,تشعر أن جسدك يحتاج تعافيًا لا ضغطًا
v2,D08_27,deep_08,27,You want more independence in your schedule,تريد استقلالية أكثر في جدولك
v2,D08_28,deep_08,28,A community initiative needs volunteers,مبادرة مجتمعية تحتاج متطوعين
v2,D08_29,deep_08,29,You keep comparing yourself to others online,تستمر في مقارنة نفسك بالآخرين عبر الإنترنت
v2,D08_30,deep_08,30,A teammate takes your idea and presents it as theirs,زميل يأخذ فكرتك ويعرضها كأنها له
v2,D08_31,deep_08,31,You want to deepen your inner calm,تريد تعميق السكينة الداخلية
v2,D08_32,deep_08,32,You have a free evening and feel guilty resting,لديك مساء فارغ وتشعر بالذنب إن ارتحت
v2,D08_33,deep_08,33,Two friends expect you to choose a side,صديقان يتوقعان منك اختيار طرف
v2,D08_34,deep_08,34,You consider moving to a new neighborhood,تفكر في الانتقال إلى حي جديد
v2,D08_35,deep_08,35,You want to take a risk that could change your path,تريد مخاطرة قد تغيّر مسارك
v2,D08_36,deep_08,36,You want a habit that lasts beyond week one,تريد عادة تستمر بعد الأسبوع الأول
v2,D08_37,deep_08,37,Your team needs a clear plan for a complex task,فريقك يحتاج خطة واضحة لمهمة معقدة
v2,D08_38,deep_08,38,You notice someone new feels excluded,تلاحظ أن شخصًا جديدًا يشعر بالإقصاء
v2,D08_39,deep_08,39,You achieve a goal but feel empty after,تحقق هدفًا ثم تشعر بالفراغ
v2,D08_40,deep_08,40,Work is leaking into your personal time,العمل يتسرب إلى وقتك الشخصي
v2,D08_41,deep_08,41,You want to express creativity but feel blocked,تريد التعبير الإبداعي لكنك تشعر بالانسداد
v2,D08_42,deep_08,42,A friend cancels repeatedly and it hurts,صديق يلغي مرارًا وهذا يؤلمك
v2,D08_43,deep_08,43,You face a choice between fairness and convenience,تواجه خيارًا بين العدل والسهولة
v2,D08_44,deep_08,44,Your spending is stable but you still feel insecure,إنفاقك مستقر لكنك ما زلت تشعر بعدم الأمان
v2,D08_45,deep_08,45,A small mistake could become a bigger risk,خطأ صغير قد يتحول لخطر أكبر
v2,D08_46,deep_08,46,You want less stress without losing results,تريد ضغطًا أقل دون خسارة النتائج
v2,D08_47,deep_08,47,Someone questions your competence in front of others,شخص يشكك في كفاءتك أمام الآخرين
v2,D08_48,deep_08,48,You want to end the day with calm and presence,تريد إنهاء اليوم بهدوء وحضور
v2,D09_01,deep_09,1,Trust feels weaker after a small lie,الثقة تضعف بعد كذبة صغيرة
v2,D09_02,deep_09,2,You are overlooked for a visible project,تم تجاهلك في مشروع ظاهر
v2,D09_03,deep_09,3,Your body signals stress more often,جسدك يعطي إشارات ضغط أكثر
v2,D09_04,deep_09,4,A friend only calls when they need something,صديق لا يتصل إلا عند الحاجة
v2,D09_05,deep_09,5,A new job offer promises growth but uncertainty,عرض عمل جديد يعد بالنمو لكنه غير مؤكد
v2,D09_06,deep_09,6,Money feels tight despite stable income,المال يبدو ضيقًا رغم دخل ثابت
v2,D09_07,deep_09,7,You want a clearer inner direction,تريد اتجاهًا داخليًا أوضح
v2,D09_08,deep_09,8,A relative speaks for you in public,قريب يتحدث نيابة عنك أمام الناس
v2,D09_09,deep_09,9,You notice repeated safety neglect at home,تلاحظ إهمال سلامة متكرر في المنزل
v2,D09_10,deep_09,10,Your routine collapses after one busy week,روتينك ينهار بعد أسبوع مزدحم
v2,D09_11,deep_09,11,A colleague asks you to hide a mistake,زميل يطلب منك إخفاء خطأ
v2,D09_12,deep_09,12,Your idea is ignored then accepted when repeated,فكرتك تُهمل ثم تُقبل حين يكررها غيرك
v2,D09_13,deep_09,13,Home feels empty and cold,البيت يبدو فارغًا وباردًا
v2,D09_14,deep_09,14,A neighbor seems lonely but proud,جار يبدو وحيدًا لكنه معتد بنفسه
v2,D09_15,deep_09,15,A skill gap blocks your next step,فجوة مهارية تعيق خطوتك التالية
v2,D09_16,deep_09,16,You witness unfair distribution of opportunities,تشهد توزيعًا غير عادل للفرص
v2,D09_17,deep_09,17,Joy is missing from your evenings,الفرح غائب عن أمسياتك
v2,D09_18,deep_09,18,A friend sends intense messages late at night,صديق يرسل رسائل مكثفة ليلًا
v2,D09_19,deep_09,19,You receive criticism that feels personal,تتلقى نقدًا يبدو شخصيًا
v2,D09_20,deep_09,20,Choosing whether to relocate for work,تختار إن كنت ستنتقل من أجل العمل
v2,D09_21,deep_09,21,You feel trapped by obligations you accepted,تشعر أنك محاصر بالتزامات قبلتها
v2,D09_22,deep_09,22,Starting a side project after a long day,بدء مشروع جانبي بعد يوم طويل
v2,D09_23,deep_09,23,A family conflict escalates quickly,خلاف عائلي يتصاعد بسرعة
v2,D09_24,deep_09,24,Someone is being mocked in your circle,شخص يتعرض للسخرية في دائرتك
v2,D09_25,deep_09,25,You keep pushing when your body needs rest,تواصل الضغط حين يحتاج جسدك للراحة
v2,D09_26,deep_09,26,Learning goals keep slipping month after month,أهداف التعلم تتأجل شهرًا بعد شهر
v2,D09_27,deep_09,27,You want security without becoming rigid,تريد أمانًا دون أن تصبح جامدًا
v2,D09_28,deep_09,28,You miss belonging in your community,تفتقد الانتماء في مجتمعك
v2,D09_29,deep_09,29,A team choice harms quality and no one objects,قرار فريق يضر الجودة ولا أحد يعترض
v2,D09_30,deep_09,30,An event invitation clashes with your priorities,دعوة لفعالية تتعارض مع أولوياتك
v2,D09_31,deep_09,31,Creativity feels blocked by stress,الإبداع متوقف بسبب الضغط
v2,D09_32,deep_09,32,A free day appears and you feel guilt,يأتي يوم فراغ وتشعر بالذنب
v2,D09_33,deep_09,33,A friend asks for financial help again,صديق يطلب مساعدة مالية مرة أخرى
v2,D09_34,deep_09,34,A habit breaks when travel happens,عادة تنكسر عند السفر
v2,D09_35,deep_09,35,A bold opportunity appears with real risk,فرصة جريئة تظهر مع مخاطرة حقيقية
v2,D09_36,deep_09,36,Friends plan a trip without clear roles,الأصدقاء يخططون لرحلة دون أدوار واضحة
v2,D09_37,deep_09,37,You want respect at work with minimal conflict,تريد احترامًا في العمل بأقل صدام
v2,D09_38,deep_09,38,A volunteer initiative needs consistent follow up,مبادرة تطوعية تحتاج متابعة ثابتة
v2,D09_39,deep_09,39,After a win you feel empty inside,بعد إنجاز تشعر بفراغ داخلي
